marsonnas,131113.12357844284,900,0.0
manziat,115125.672037666,1900,0.0
trevoux,78767.95773482663,6800,5.078207071796952E10
bellegarde sur valserine,194663.14247356984,11400,4.623371371507559E10
bourg en bresse,139026.8808954417,40200,1.2155922574937166E12
confort,197399.40415133515,500,0.0
saint denis les bourg,137332.90598532985,5200,7.281576056555753E9
massignieu de rives,170468.63822520472,600,0.0
saint etienne sur chalaronne,100762.4869848468,1400,0.0
bohas meyriat rignat,154015.17755898944,800,0.0
chevry,226837.1761479788,1200,0.0
fareins,83328.27198075916,2000,0.0
gorrevod,123866.26533938613,700,0.0
valeins,98937.05349881038,100,0.0
vieu d izenave,164854.07645596325,700,0.0
toussieux,87347.64833938521,700,0.0
arbigny,128311.3556157721,400,0.0
malafretaz,138661.1330414937,900,0.0
samognat,179081.58134460403,700,0.0
cras sur reyssouze,139436.5831323348,1200,0.0
messimy sur saone,84866.81008607359,1200,0.0
pougny,210102.6768917482,800,0.0
sandrans,108028.73623514768,500,0.0
pont de veyle,108856.36596155482,1500,0.0
mijoux,228008.13523221808,400,0.0
saint jean de gonville,214669.49365043506,1400,0.0
saint andre le bouchoux,120916.33117057537,300,0.0
chaneins,96332.35847842853,800,0.0
joyeux,113489.39018456184,200,0.0
tramoyes,95407.3563936057,1600,0.0
biziat,111179.87580526035,800,0.0
izenave,162119.53583456608,200,0.0
belmont luthezieu,166805.89812170237,500,0.0
arbent,192018.89749112038,3400,5.20782075652863E9
sutrieu,169461.32066272304,200,0.0
serrieres de briord,141796.1281370694,1100,0.0
aranc,156904.2572775708,300,0.0
chaley,157568.90177726254,100,0.0
curciat dongalon,146915.7804147455,400,0.0
loyettes,113652.38928225414,2400,0.0
gex,232989.33476877518,9700,3.8628377599051216E10
courtes,141839.2083926902,300,0.0
bereziat,131258.30007403676,400,0.0
lapeyrouse,101775.77390013996,300,0.0
apremont,184439.36674928738,300,0.0
villieu loyes mollon,124303.00003038323,2900,0.0
leyment,131998.01331947395,1300,0.0
etrez,142959.1205717529,800,0.0
gercy,207169.63991489063,300,0.0
villemontoire,123811.69220088136,200,0.0
brancourt le grand,167505.76440619925,600,0.0
licy clignon,105615.97188524128,100,0.0
proisy,198648.0932074434,300,0.0
chambry,172862.16749457666,700,0.0
mont saint jean,238710.21929773325,100,0.0
morgny en thierache,224342.6808085084,100,0.0
mesnil saint laurent,156401.35268712652,400,0.0
annois,131309.8384042865,400,0.0
brunehamel,236069.1746180231,500,0.0
audignicourt,114439.5489874746,100,0.0
montigny sur crecy,172959.49260571442,300,0.0
lor,209128.091085838,100,0.0
chivres en laonnois,194843.73442834002,400,0.0
saint gobain,146175.03653429152,2300,0.0
ugny le gay,128404.67137055614,200,0.0
happencourt,136845.60501395472,200,0.0
prouvais,198575.49713402335,400,0.0
azy sur marne,109857.6207528721,400,0.0
terny sorny,135817.35115887993,300,0.0
droizy,127845.99809105504,100,0.0
pignicourt,200706.55245279166,100,0.0
moussy verneuil,160576.09968847255,100,0.0
aguilcourt,193045.0804498097,300,0.0
montaigu,187374.5642217354,700,0.0
moulins,165585.82110962403,100,0.0
saulchery,102232.45618775267,700,0.0
nanteuil la fosse,143184.10054279806,100,0.0
guignicourt,194970.3438197171,2100,0.0
bucy le long,134589.92861199076,2000,0.0
longpont,110233.31253135478,300,0.0
montgobert,105500.09738407831,200,0.0
noircourt,221885.46731701787,100,0.0
rozet saint albin,114709.25303348197,300,0.0
chivy les etouvelles,161356.7209831762,500,0.0
chavonne,152934.23736212763,200,0.0
artonges,124370.98359561841,200,0.0
oisy,198772.9533880033,400,0.0
juvigny,130819.78060732153,300,0.0
marchais en brie,114825.91535107515,300,0.0
bouconville vauclair,175655.12656206248,200,0.0
la bouteille,220114.8252449282,500,0.0
ly fontaine,144623.2431564686,100,0.0
logny les aubenton,241617.0188122123,100,0.0
cuirieux,194402.06713230847,200,0.0
iron,194882.80344727414,200,0.0
joncourt,158205.34570989737,300,0.0
effry,227339.4454323861,400,0.0
jumigny,168927.3533910476,100,0.0
chaourse,213771.26357677227,600,0.0
saint remy blanzy,116630.16671217064,200,0.0
beaumont en beine,127012.26793179144,200,0.0
le plessier huleu,121627.73396631736,100,0.0
estrees,157514.31485270752,400,0.0
baulne en brie,133921.235053505,300,0.0
guivry,122445.49492758008,300,0.0
variscourt,195683.6874238436,200,0.0
chatillon sur oise,158489.55643187853,100,0.0
soissons,127665.9105395473,28500,6.34468509703759E11
bray saint christophe,132553.60795406715,100,0.0
le herie la vieville,183780.33060732405,200,0.0
aubenton,241617.0188122123,700,0.0
braye,134850.81949020986,100,0.0
brissay choigny,151285.52976932493,300,0.0
remaucourt,158620.41220046987,300,0.0
seraucourt le grand,140173.73007647548,800,0.0
berry au bac,186351.24938104572,500,0.0
vivaise,165485.82378847446,800,0.0
proviseux et plesnoy,200249.85443777454,100,0.0
caumont,127164.55825276257,600,0.0
villers le sec,168490.93627916774,300,0.0
vichel nanteuil,112080.4654599009,100,0.0
romery,198648.0932074434,100,0.0
fontaine les clercs,141145.44305725076,300,0.0
chery les pouilly,170755.2930927304,700,0.0
pithon,126593.89699675493,100,0.0
beaurieux,169631.76436278052,800,0.0
sinceny,132852.24304070105,2200,0.0
bouffignereux,179408.73989832075,100,0.0
saint gengoulph,101583.08566815259,100,0.0
pargny les bois,176297.86549781437,100,0.0
montigny l allier,89936.02638660338,300,0.0
beuvardes,130161.18725147254,700,0.0
cuissy et geny,167256.48232821695,100,0.0
reuilly sauvigny,132039.0145333725,200,0.0
vailly sur aisne,148894.78493888828,2100,0.0
bievres,173747.81565055644,100,0.0
berny riviere,112247.28396242438,600,0.0
perles,156466.75347972361,100,0.0
fontenelle en brie,116743.01890043868,200,0.0
neuflieux,124532.52876569857,100,0.0
sainte croix,179464.20835765582,100,0.0
pargny la dhuys,125330.07439798953,200,0.0
brenelle,147671.1993956004,200,0.0
urvillers,150161.19378352727,600,0.0
laversine,110053.41338855942,100,0.0
origny sainte benoite,171400.1267238026,1700,0.0
cuiry housse,138813.39608182598,100,0.0
la neuville les dorengt,197525.2948718769,400,0.0
blanzy les fismes,159095.86169423675,100,0.0
hargicourt,146941.43321586828,500,0.0
villers sur fere,137085.04240792993,500,0.0
la herie,229449.46003972078,200,0.0
bonnesvalyn,111574.39344656357,200,0.0
haution,205762.76493868494,100,0.0
berzy le sec,124070.33839664161,400,0.0
la vallee au ble,201720.92818611892,300,0.0
le catelet,156128.86031578344,200,0.0
gizy,184554.85732485505,700,0.0
saint algis,206030.42280386406,200,0.0
saint aubin,121365.0854411294,300,0.0
bancigny,221255.4853452939,0,0.0
villeneuve sur fere,130413.13175437285,300,0.0
fleury,103718.29794596652,100,0.0
quincy sous le mont,145486.67621762617,100,0.0
besny et loizy,166185.08885704086,400,0.0
chery les rozoy,223112.3351326467,100,0.0
chauny,130492.99826227622,12100,1.2261194250316637E11
sommette eaucourt,127285.73118402976,100,0.0
lierval,162761.2865168595,100,0.0
chezy sur marne,108897.6156398797,1300,0.0
oulches la vallee foulon,173228.8273926918,100,0.0
anizy le chateau,147045.54611807843,1900,0.0
maizy,168666.33829254968,400,0.0
fourdrain,154509.53721806357,400,0.0
nampteuil sous muret,132144.51113588177,100,0.0
urcel,157052.45883945603,600,0.0
louatre,112598.27760369117,200,0.0
barzy en thierache,208090.68044432186,300,0.0
conde en brie,128203.05911613503,700,0.0
dampleux,102612.8843429136,400,0.0
sommelans,110864.55534700744,100,0.0
pontruet,148632.3599909592,300,0.0
oigny en valois,99027.36120358088,200,0.0
loupeigne,140931.70274879388,100,0.0
lhuys,144522.4999212755,100,0.0
eparcy,230157.9771263882,0,0.0
la chapelle monthodon,137510.2212051646,200,0.0
morsain,117501.63571458327,400,0.0
jaulgonne,131325.17940610848,700,0.0
chermizy ailles,173490.09246584788,100,0.0
becquigny,179096.61307806638,300,0.0
festieux,178056.0926887203,500,0.0
villers les guise,193638.06926424018,200,0.0
nampcelles la cour,218610.43953621073,100,0.0
montigny en arrouaise,173616.68914450472,300,0.0
berrieux,186151.83091425902,200,0.0
chigny,202962.62725138952,200,0.0
muret et crouttes,131180.19825522695,100,0.0
flavigny le grand et beaurain,191244.75976228536,500,0.0
laon,167592.87477691748,26200,3.818778100512344E11
saint clement,224342.6808085084,100,0.0
dercy,182005.07390323625,400,0.0
anguilcourt le sart,156009.82515456883,300,0.0
villers en prayeres,161985.13323737492,100,0.0
chalandry,176026.41294532997,200,0.0
laval en laonnois,162058.76052611956,300,0.0
fressancourt,150477.48723180304,200,0.0
le sourd,198379.7225262426,200,0.0
fontaine notre dame,167643.11073484577,400,0.0
chery chartreuve,150241.14298762934,300,0.0
mortefontaine,99958.81354359485,200,0.0
serain,168758.113759964,400,0.0
maast et violaine,134514.2495687053,200,0.0
neuville sur ailette,170149.2524579516,100,0.0
francilly selency,145719.51296308762,500,0.0
bezu le guery,97491.2524622906,300,0.0
marle,192292.24778008394,2400,0.0
leme,198106.76410193948,500,0.0
cierges,142804.68122888604,100,0.0
craonne,176570.9962569953,100,0.0
courtemont varennes,132039.0145333725,300,0.0
pommiers,122930.74553108744,600,0.0
gland,122736.6196588134,500,0.0
landouzy la cour,220815.6520760853,100,0.0
montigny les conde,128912.66946008318,100,0.0
leuilly sous coucy,134412.81939864805,400,0.0
ploisy,122404.46046483016,100,0.0
serval,161730.15889767575,0,0.0
billy sur ourcq,115672.47374047867,200,0.0
ambrief,131441.892625462,100,0.0
prisces,205227.33886005505,100,0.0
roupy,138789.33358282704,200,0.0
roncheres,141842.49000872028,100,0.0
lugny,200211.9547148663,100,0.0
chezy en orxois,99210.06540781059,400,0.0
dhuizel,156016.4034314451,100,0.0
etampes sur marne,116773.33439486289,1200,0.0
vaux en vermandois,135463.11860705726,200,0.0
boue,202111.75854283303,1200,0.0
la fere,148380.9414832092,3000,6.739409994329764E9
